duration,protocol,service,src_bytes,dst_bytes,packet_size,src_packets,dst_packets,login_attempts,attack_type
13,icmp,dns,4197,889,1424,8,28,5,normal
36,udp,http,1493,207,342,50,47,3,attack
42,icmp,ssh,1159,3957,907,3,23,2,normal
15,tcp,ssh,1927,1213,1439,43,44,7,attack
58,tcp,http,666,3921,327,42,33,5,attack
14,icmp,dns,1653,1233,1119,14,46,8,attack
12,udp,http,2347,582,579,30,39,2,normal
35,tcp,ftp,2640,1386,507,23,22,6,attack
1,udp,http,3397,1863,345,3,1,2,normal
19,udp,dns,1999,3079,291,32,29,4,normal
54,icmp,ssh,609,908,938,41,45,1,attack
19,icmp,ssh,4461,835,362,9,6,3,normal
44,icmp,ftp,4154,576,1021,10,6,8,attack
51,tcp,ftp,183,1960,1191,6,45,2,normal
26,tcp,ftp,2532,3737,339,50,9,5,attack
37,tcp,http,563,3029,324,5,4,2,normal
40,udp,http,400,343,716,33,18,4,normal
5,udp,ssh,2196,2582,610,2,43,8,attack
44,icmp,ssh,3470,3899,1486,41,49,2,attack
24,tcp,ftp,1993,1824,1334,13,47,3,normal
28,tcp,ssh,4755,1759,1197,25,19,2,normal
28,udp,ftp,1729,2495,557,14,46,5,normal
39,udp,ssh,1855,3970,137,38,7,1,attack
28,tcp,ftp,956,2121,947,5,37,4,normal
59,tcp,ftp,2952,254,280,22,38,10,attack
29,udp,dns,2415,668,753,30,1,4,normal
59,tcp,ssh,4087,3669,1363,2,9,6,attack
38,udp,http,1343,1366,1293,9,44,1,normal
48,udp,http,208,3950,701,4,8,1,normal
54,udp,http,2545,3441,356,26,46,4,normal
40,icmp,ftp,4521,2166,1381,19,33,6,attack
1,udp,ssh,840,2089,1412,22,50,10,attack
36,icmp,dns,2506,750,1473,7,24,6,attack
24,icmp,http,4701,3751,1387,2,17,10,attack
54,tcp,ftp,3781,775,871,42,15,1,attack
39,icmp,ftp,3396,1102,494,37,19,9,attack
11,udp,http,4303,2784,1318,8,19,2,attack
16,tcp,ssh,3414,2377,1349,4,19,1,attack
20,tcp,ssh,2245,3714,896,40,4,1,attack
48,icmp,dns,4855,594,295,39,47,9,attack
21,udp,http,4604,1837,1140,7,16,10,attack
6,icmp,dns,1296,977,1299,45,46,7,attack
48,udp,ssh,1931,2458,616,42,3,0,attack
42,tcp,http,128,346,706,23,5,9,attack
3,icmp,dns,4555,3963,1330,32,29,1,attack
45,tcp,ftp,1009,1521,565,21,48,4,normal
23,icmp,http,170,1166,1178,34,10,1,normal
28,icmp,http,1990,1349,525,45,26,0,attack
41,tcp,ssh,1856,1022,1150,28,48,6,attack
27,icmp,ftp,615,1859,161,34,44,3,normal
48,icmp,http,2869,1055,184,32,26,9,attack
42,tcp,dns,3664,916,822,44,35,2,attack
41,tcp,ssh,1643,300,945,43,42,4,attack
12,icmp,ftp,375,991,370,15,40,9,attack
47,udp,ssh,1869,2649,882,35,9,6,attack
15,udp,ssh,3863,2490,1018,1,12,4,attack
37,tcp,http,4013,2552,646,27,3,5,attack
39,icmp,http,4972,1325,1434,37,6,0,attack
35,icmp,ftp,2807,285,914,8,50,7,attack
33,udp,http,495,2967,1195,5,41,5,normal
52,icmp,http,3156,3022,784,35,35,4,attack
21,icmp,dns,4049,3488,675,43,6,5,attack
33,icmp,ftp,1047,1652,1092,4,12,1,normal
38,tcp,ftp,2462,1305,1458,20,16,4,normal
30,udp,ftp,2150,2893,212,12,12,5,normal
59,tcp,ssh,4217,2146,320,1,46,10,attack
4,udp,http,291,1293,318,44,5,4,attack
6,udp,dns,1719,3381,860,6,26,5,normal
21,udp,ftp,4209,3745,1065,6,32,8,attack
12,icmp,ssh,3596,1257,1350,33,8,3,normal
20,udp,ssh,2571,953,881,1,8,10,attack
40,tcp,ssh,1487,3576,254,29,18,1,normal
16,tcp,ssh,605,1402,1193,40,28,2,attack
6,tcp,ftp,2271,2123,781,22,49,5,normal
47,tcp,ssh,239,2328,895,32,17,7,attack
11,udp,dns,3197,1049,909,38,47,0,attack
30,udp,ssh,746,948,1307,38,36,2,attack
60,udp,http,121,3086,349,43,29,5,attack
46,udp,ftp,566,97,470,50,4,7,attack
46,tcp,ssh,876,2350,1440,30,27,8,attack
38,tcp,http,2571,1658,1179,35,43,3,normal
13,udp,dns,4028,1273,331,50,10,10,attack
53,icmp,ftp,3257,252,558,4,46,9,attack
15,tcp,ftp,2720,1636,1468,47,24,4,attack
48,udp,http,4073,229,479,29,19,1,normal
15,icmp,ftp,960,3276,1488,33,43,8,attack
3,udp,http,713,347,695,11,36,2,normal
55,tcp,dns,1590,2496,618,45,45,2,attack
18,udp,http,1494,886,673,49,21,5,attack
30,icmp,http,3795,2251,1183,6,25,9,attack
29,icmp,http,3235,2627,578,16,33,6,attack
48,icmp,http,2956,3680,904,15,23,1,normal
32,icmp,dns,2093,2395,443,33,50,1,normal
6,udp,ssh,787,3110,1092,14,46,0,normal
14,tcp,ftp,786,3841,646,40,12,1,attack
53,tcp,dns,2105,833,1082,38,13,9,attack
48,tcp,dns,2201,700,353,15,46,5,normal
60,tcp,ftp,2237,2554,1152,11,10,0,normal
30,tcp,http,3845,1049,1300,12,44,3,normal
38,udp,ssh,3026,2718,984,27,43,4,attack
19,udp,ssh,1011,2379,1358,45,16,7,attack
37,udp,dns,2127,2820,930,7,18,8,attack
38,icmp,ftp,3671,3989,563,10,13,9,attack
37,udp,ssh,936,920,828,34,11,3,normal
21,udp,ftp,1117,172,143,1,2,0,normal
59,udp,http,436,3561,1284,26,32,6,attack
27,icmp,http,1791,897,459,2,23,10,attack
15,icmp,dns,2353,2696,929,5,13,10,attack
35,tcp,ssh,4877,1796,350,29,41,0,normal
48,udp,dns,405,885,982,39,35,10,attack
57,tcp,ftp,1367,2777,225,9,36,2,normal
6,tcp,ssh,2570,2995,397,8,8,8,attack
43,tcp,ssh,2817,2804,1362,39,36,6,attack
44,icmp,dns,2705,3474,811,25,2,6,attack
49,tcp,ssh,4471,1137,894,25,25,1,normal
39,udp,ftp,2884,1857,599,20,4,4,normal
55,udp,http,3743,2835,1218,45,33,3,attack
34,icmp,ftp,3524,2173,727,18,45,5,attack
4,icmp,ssh,2726,321,408,22,8,7,attack
9,tcp,http,607,896,688,26,47,3,normal
38,icmp,http,3463,719,875,15,16,7,attack
29,udp,dns,4107,855,187,37,15,2,attack
50,udp,ftp,1129,2219,581,37,26,8,attack
58,icmp,http,279,2446,295,29,11,4,normal
35,udp,dns,3560,3659,1214,35,6,2,attack
26,icmp,dns,3476,112,1386,33,6,5,normal
36,icmp,dns,1669,2917,864,46,45,5,attack
10,udp,ftp,507,3491,619,30,29,6,attack
7,icmp,ssh,2303,1908,509,23,29,5,normal
38,icmp,dns,1859,2252,378,23,46,10,attack
20,udp,http,2313,2511,202,34,30,1,normal
55,tcp,dns,552,2788,1021,37,12,7,attack
42,tcp,ssh,3385,2278,656,32,44,3,attack
11,icmp,ssh,3336,3288,1084,44,27,4,attack
55,tcp,ssh,3384,2990,596,42,1,10,attack
19,udp,ftp,3752,1951,934,18,45,4,normal
57,tcp,dns,4551,2994,1082,11,38,3,attack
52,icmp,http,2384,1758,874,8,40,1,normal
34,tcp,dns,1530,1207,320,31,48,7,attack
43,icmp,ssh,693,1268,1393,14,50,7,attack
34,udp,http,4799,3488,1135,29,34,6,attack
24,icmp,http,3845,1431,769,31,6,1,normal
52,udp,dns,2032,1380,1070,41,12,9,attack
56,tcp,dns,4097,1580,191,8,39,3,normal
39,icmp,http,2318,1868,998,11,6,0,normal
3,icmp,ftp,2526,2772,511,7,48,1,normal
29,udp,http,4297,884,1139,5,38,9,attack
57,tcp,http,2360,458,1294,41,14,4,attack
4,tcp,dns,3083,1228,345,33,2,0,normal
43,tcp,http,1163,1266,779,45,10,0,attack
49,udp,ssh,1776,3192,623,26,43,6,attack
28,icmp,ssh,3186,193,1497,27,30,5,normal
54,udp,dns,4948,2692,1418,15,45,0,attack
54,icmp,http,2915,2627,1233,48,16,10,attack
3,udp,ssh,3058,3528,562,30,32,6,attack
40,tcp,ssh,127,521,1418,19,6,6,attack
25,icmp,ssh,4720,2470,1045,23,32,1,attack
5,udp,dns,933,1694,1169,13,22,5,normal
51,tcp,dns,3452,3791,552,26,21,7,attack
29,udp,ftp,763,208,197,24,3,0,normal
6,udp,ftp,1188,1309,1147,45,27,5,attack
11,udp,ssh,3508,2584,966,35,40,6,attack
9,udp,ftp,4331,1417,117,1,44,1,normal
6,udp,ssh,565,1897,1120,26,40,10,attack
14,icmp,http,2526,1714,774,3,9,8,attack
40,udp,ftp,156,951,1399,49,19,8,attack
53,icmp,dns,3105,1623,189,25,50,8,attack
56,tcp,ssh,2052,719,1152,44,1,9,attack
48,udp,dns,1742,2106,1112,4,27,2,normal
6,udp,ftp,601,3995,1186,38,39,5,attack
48,udp,dns,161,105,1390,5,8,10,attack
28,icmp,dns,2415,1234,515,7,44,1,normal
13,icmp,dns,4585,2786,1378,33,11,8,attack
16,tcp,ftp,2880,3702,733,31,21,1,normal
13,tcp,ftp,4463,234,328,3,31,1,normal
55,tcp,ssh,4674,1232,473,1,13,2,normal
36,icmp,dns,1519,3663,406,49,36,10,attack
54,icmp,dns,1787,2120,1361,29,16,5,normal
34,udp,dns,149,1058,1370,37,13,2,attack
8,icmp,http,4762,2519,1297,30,5,1,attack
55,icmp,ssh,793,1399,858,25,45,4,normal
7,udp,ftp,4797,1767,844,34,22,7,attack
34,udp,ssh,2999,2390,1485,25,13,1,normal
29,tcp,ssh,4397,881,1297,27,7,7,attack
31,tcp,ssh,2199,3166,334,37,15,5,attack
31,udp,ftp,1603,3654,156,12,6,9,attack
21,tcp,ssh,1038,443,123,1,12,2,normal
2,tcp,dns,2541,2227,1451,41,17,2,attack
57,tcp,ssh,4790,2868,658,50,8,1,attack
40,udp,ftp,4341,2338,483,22,8,10,attack
19,icmp,http,4531,597,851,29,11,8,attack
4,udp,ftp,568,2412,392,25,44,4,normal
10,tcp,http,650,3427,1041,32,15,4,normal
24,icmp,dns,2689,3370,402,41,9,4,attack
21,tcp,ssh,3772,885,806,30,21,4,normal
58,icmp,dns,4064,2953,903,7,2,3,attack
11,udp,ssh,767,1762,232,50,1,7,attack
46,tcp,ssh,3298,130,761,22,37,5,normal
10,tcp,ssh,2307,1794,1495,2,48,3,normal
8,udp,dns,411,2104,256,38,21,2,attack
25,tcp,ftp,509,3904,465,17,23,3,normal
1,tcp,ftp,3256,3883,702,21,15,6,attack
45,icmp,http,2540,2923,1317,18,45,7,attack
17,icmp,ftp,2744,545,401,49,27,10,attack
13,tcp,dns,3773,942,161,6,22,0,normal
1,icmp,dns,3065,3651,350,44,38,4,attack
55,icmp,ssh,1887,3945,634,13,17,4,normal
52,icmp,ftp,2382,3011,696,15,11,1,normal
35,udp,ssh,1247,2933,493,37,42,7,attack
31,udp,http,3945,3478,313,28,23,2,attack
34,icmp,http,3574,1927,1135,3,9,2,normal
56,icmp,dns,1098,1533,1310,12,25,6,attack
21,tcp,http,2459,1713,1398,29,47,8,attack
27,udp,dns,2142,3476,970,28,4,2,normal
8,icmp,dns,2273,1801,724,13,38,10,attack
53,udp,ftp,369,1299,355,6,21,6,attack
44,udp,http,1345,438,756,14,17,3,normal
52,tcp,http,2493,2813,1362,28,7,2,normal
20,icmp,http,955,3293,825,49,1,1,attack
21,udp,dns,687,2908,162,40,46,6,attack
47,tcp,ftp,659,1835,1459,33,26,8,attack
36,icmp,ssh,2080,117,512,42,42,9,attack
53,tcp,ftp,2134,3697,333,2,1,0,normal
23,tcp,dns,699,3378,797,17,1,0,normal
22,tcp,ftp,1893,2722,948,37,17,2,attack
13,udp,http,2322,3866,1370,40,43,7,attack
7,icmp,dns,4558,3365,1093,10,39,8,attack
37,icmp,ftp,1722,3986,314,49,16,3,attack
10,udp,dns,3299,3455,605,24,15,7,attack
12,tcp,ssh,2179,1819,1263,47,7,7,attack
23,icmp,dns,1828,1474,883,15,33,9,attack
1,icmp,ssh,3868,1825,1048,6,49,4,normal
13,tcp,ftp,558,1819,1341,50,30,4,attack
39,tcp,dns,160,2160,970,21,5,5,normal
38,tcp,ftp,3133,695,133,19,19,6,attack
7,tcp,ftp,3021,654,1250,28,31,0,normal
47,icmp,dns,4979,2094,882,42,33,6,attack
2,icmp,ssh,2501,1566,549,13,19,10,attack
49,icmp,http,3295,1631,205,39,49,7,attack
38,tcp,ftp,1972,2362,1096,24,17,2,normal
42,icmp,dns,1244,67,342,37,35,7,attack
56,tcp,ssh,4586,2100,873,24,42,6,attack
21,icmp,http,676,3263,739,19,40,0,normal
7,tcp,http,1741,846,395,28,17,2,normal
17,udp,dns,3528,551,995,43,21,7,attack
39,udp,ssh,1878,3067,882,50,4,6,attack
11,icmp,dns,2643,1880,1476,21,8,8,attack
6,icmp,http,321,320,184,4,6,3,normal
32,icmp,ssh,769,2317,1334,33,44,10,attack
13,icmp,dns,3127,2261,1316,44,4,5,attack
45,udp,http,2611,2919,1011,4,9,0,normal
36,icmp,ftp,1960,350,659,14,39,7,attack
60,icmp,ssh,1167,1456,627,34,29,9,attack
59,tcp,dns,1606,2277,545,36,14,5,attack
39,icmp,ssh,1495,2171,1330,28,10,7,attack
36,udp,ssh,1348,2084,748,38,30,3,attack
13,icmp,http,2728,909,696,22,22,9,attack
49,icmp,ftp,788,2519,1045,13,41,8,attack
57,icmp,ssh,4532,253,221,33,42,5,normal
53,tcp,ftp,115,2560,1235,31,10,8,attack
8,udp,http,1403,193,613,48,20,1,attack
23,tcp,dns,2395,1723,511,9,40,8,attack
11,udp,ftp,1679,3494,590,12,36,3,normal
55,tcp,dns,1599,2902,703,34,8,7,attack
25,udp,ftp,436,2786,632,37,43,6,attack
10,icmp,dns,4928,2348,1105,10,31,0,attack
14,icmp,ftp,3588,2088,911,11,31,2,attack
47,tcp,ftp,4460,1395,1355,30,1,9,attack
36,icmp,ssh,4422,2271,1317,18,48,6,attack
11,udp,dns,2981,565,747,3,43,5,normal
60,icmp,ftp,4659,3102,386,25,37,5,attack
51,icmp,ssh,747,1444,573,18,1,0,normal
47,tcp,http,458,608,511,14,19,2,normal
50,udp,ssh,4859,1550,145,48,2,0,attack
13,tcp,ssh,3281,1571,963,36,17,4,attack
20,udp,ssh,4224,1419,303,44,48,0,attack
50,tcp,ssh,193,3258,641,8,10,10,attack
3,tcp,ftp,730,3295,1084,10,29,0,normal
38,udp,ssh,3167,172,432,20,28,2,normal
25,tcp,dns,2996,2839,678,45,1,0,attack
40,udp,http,1485,2864,528,45,3,8,attack
42,udp,ssh,817,3791,824,6,39,8,attack
13,tcp,ftp,4165,2078,1382,40,1,8,attack
19,tcp,ssh,1246,1662,614,47,11,4,attack
13,udp,http,1435,3546,1012,20,16,7,attack
6,icmp,http,1989,149,931,2,4,10,attack
50,icmp,dns,872,892,1123,27,29,10,attack
22,tcp,http,1620,3189,819,40,7,5,attack
11,tcp,dns,3929,929,713,43,33,4,attack
36,icmp,http,1771,713,613,24,41,5,normal
17,udp,http,2139,3609,137,35,41,10,attack
31,tcp,ftp,2397,2857,280,21,25,0,normal
49,udp,http,1825,161,171,37,38,5,attack
38,udp,ftp,1987,2777,880,5,4,8,attack
11,tcp,dns,4838,3032,1112,32,12,2,attack
59,icmp,dns,500,2860,191,46,42,9,attack
31,udp,http,4869,2860,580,30,42,10,attack
32,tcp,dns,1891,603,1094,22,35,9,attack
16,udp,http,3599,616,1072,16,46,1,normal
14,tcp,http,2830,2448,294,40,31,4,attack
30,icmp,ftp,2574,3139,932,33,50,4,normal
30,tcp,ssh,3052,2586,670,23,19,5,attack
5,icmp,ftp,1365,2539,1318,23,30,5,normal
7,tcp,ftp,2748,1148,1407,31,24,6,attack
22,udp,dns,313,2000,145,49,16,4,attack
11,icmp,ftp,686,863,302,40,44,0,attack
29,udp,http,1354,2884,412,9,42,4,normal
28,udp,dns,317,3357,880,48,50,10,attack
41,tcp,ssh,4373,2485,1445,39,15,9,attack
29,icmp,dns,3850,875,344,13,21,10,attack
33,tcp,ftp,2011,2729,185,21,43,10,attack
57,icmp,dns,377,2298,1041,36,31,6,attack
39,tcp,dns,1941,3516,850,38,42,5,attack
14,tcp,dns,1233,3468,1334,29,35,1,normal
19,udp,ssh,4541,617,489,23,44,9,attack
41,tcp,dns,2321,3718,576,36,10,0,attack
21,udp,ssh,2425,1979,1446,25,28,3,normal
16,udp,ssh,3425,566,419,40,41,5,attack
48,icmp,http,4764,689,937,16,21,3,normal
25,udp,dns,325,2577,561,8,14,10,attack
32,icmp,http,4312,3635,411,3,15,4,attack
36,icmp,ssh,2537,3721,197,32,36,10,attack
29,tcp,dns,1499,219,1186,6,11,8,attack
37,icmp,ssh,3553,3368,1041,42,8,10,attack
1,udp,http,4488,185,681,47,50,1,attack
30,icmp,ssh,1850,547,479,33,42,7,attack
52,tcp,ftp,3413,2674,823,18,12,6,attack
8,icmp,ftp,3189,2692,1369,40,30,5,attack
32,udp,dns,1949,573,709,36,17,0,attack
35,udp,ssh,869,2670,1026,15,4,3,normal
35,tcp,dns,2757,1197,1419,12,41,10,attack
11,udp,ssh,4492,2406,1471,15,35,9,attack
26,icmp,dns,328,2368,791,14,43,5,normal
35,icmp,ftp,4307,1515,1205,14,9,9,attack
58,tcp,http,2120,3015,941,34,5,7,attack
15,tcp,ssh,1576,3287,1261,37,8,5,attack
20,icmp,ssh,2936,2217,1355,49,23,3,attack
30,udp,ssh,1930,2363,237,34,29,3,normal
13,tcp,ssh,3058,2203,1148,26,32,6,attack
19,icmp,http,2801,279,694,43,11,6,attack
47,udp,ftp,1596,532,894,50,8,2,attack
49,udp,dns,2353,1308,230,9,46,5,normal
34,icmp,dns,841,2554,249,39,4,7,attack
21,udp,http,381,2845,1493,49,28,2,attack
32,udp,dns,3480,2612,1427,13,5,8,attack
28,icmp,dns,2881,2101,573,12,33,9,attack
19,udp,dns,1449,1808,539,44,38,5,attack
18,tcp,http,2602,1537,557,40,31,2,attack
59,udp,ssh,1093,1586,390,30,14,4,normal
27,icmp,http,4420,3506,893,1,17,0,attack
22,tcp,dns,1045,666,1482,7,49,2,normal
12,icmp,ssh,1461,125,413,14,34,3,normal
34,udp,http,2773,2549,1229,9,48,7,attack
23,tcp,ssh,1699,3408,1254,14,26,1,normal
16,icmp,http,610,1418,349,40,2,3,attack
1,tcp,http,3876,1521,1023,16,13,9,attack
21,udp,http,4332,383,164,15,4,9,attack
4,icmp,ssh,4876,330,586,36,13,2,attack
23,udp,ftp,1236,552,886,15,42,5,normal
38,tcp,dns,113,2419,1103,14,6,7,attack
51,udp,dns,4575,1047,1223,31,40,8,attack
43,udp,dns,3136,50,253,15,30,4,normal
8,tcp,http,4876,2622,736,34,9,3,attack
39,icmp,ssh,784,2566,1171,10,24,5,normal
24,udp,ftp,2623,1233,189,9,17,10,attack
34,udp,ssh,2769,3556,897,5,25,6,attack
16,tcp,ssh,167,1759,219,4,42,8,attack
60,udp,http,877,458,1245,28,48,2,normal
46,tcp,ftp,1832,205,1042,25,10,0,normal
2,udp,ftp,710,3757,623,29,3,7,attack
20,tcp,ssh,4151,1197,409,30,34,8,attack
49,tcp,dns,4724,1306,495,6,21,1,normal
1,udp,ftp,727,3656,656,7,16,4,normal
60,tcp,dns,3370,1880,1086,48,25,0,attack
18,icmp,ftp,2717,1048,602,22,2,5,normal
48,udp,ssh,3087,3455,1095,16,29,3,attack
8,udp,dns,1361,3539,906,14,17,5,normal
34,tcp,dns,150,1799,431,2,1,7,attack
38,tcp,http,340,2051,714,25,21,3,normal
45,udp,ftp,4823,2258,173,46,18,2,attack
34,icmp,ftp,4102,3514,245,7,36,7,attack
19,icmp,http,4633,1468,231,23,49,3,normal
6,udp,dns,271,2565,652,6,14,3,normal
57,tcp,ssh,3774,984,1164,22,41,4,normal
46,icmp,http,4532,3616,1092,11,32,9,attack
46,udp,ssh,2367,2141,1152,41,30,7,attack
5,tcp,ftp,4068,346,1283,30,2,4,normal
16,icmp,ssh,1123,2532,1462,48,28,0,attack
14,icmp,http,4769,2907,979,30,8,4,attack
40,icmp,dns,1976,1827,728,20,10,0,normal
1,tcp,http,3784,3894,1382,32,39,6,attack
22,udp,http,1963,1936,314,11,31,9,attack
32,udp,http,171,3839,739,2,30,2,normal
58,udp,ssh,856,2643,1253,42,44,1,attack
23,tcp,ssh,4612,390,1480,32,15,2,normal
43,udp,ftp,917,197,1154,46,3,6,attack
5,udp,http,1367,750,1090,35,24,0,normal
16,udp,ftp,706,2337,389,30,28,10,attack
8,icmp,http,2824,3196,977,46,35,9,attack
42,udp,ssh,3215,1533,1408,2,41,6,attack
53,tcp,dns,1847,2645,555,1,6,2,normal
28,icmp,dns,2435,3410,605,1,44,9,attack
41,tcp,ftp,1237,2726,528,50,33,4,attack
38,udp,http,1034,1490,458,29,15,4,normal
16,udp,ftp,2645,416,1366,25,8,0,normal
60,udp,ftp,1620,2264,877,27,29,0,normal
52,icmp,ftp,727,1733,1010,2,36,1,normal
58,tcp,dns,4154,2544,359,5,5,7,attack
60,icmp,ssh,2733,1371,618,32,35,3,normal
17,icmp,ftp,3257,928,1186,34,19,3,normal
58,udp,ftp,2513,1042,1192,39,19,0,attack
33,icmp,http,3394,2461,523,28,12,1,attack
4,tcp,http,663,1853,326,39,35,3,attack
20,udp,dns,4146,3710,286,30,42,10,attack
36,udp,ftp,4779,2066,167,12,34,9,attack
37,tcp,dns,3872,1771,164,34,28,5,normal
14,icmp,dns,3572,2645,1071,2,46,7,attack
45,udp,ssh,4177,2024,927,13,9,1,attack
21,udp,dns,4340,1728,292,37,12,1,attack
3,tcp,http,2823,102,760,44,8,2,attack
22,udp,ftp,1606,813,380,26,16,1,normal
20,udp,http,3754,3890,1060,46,34,3,attack
14,icmp,dns,4392,3394,1188,3,46,4,attack
45,udp,ssh,1003,3316,621,32,36,2,normal
1,icmp,ftp,2998,1404,1078,44,22,9,attack
39,icmp,ssh,1104,2756,671,35,47,5,normal
19,udp,http,2511,2225,1070,37,5,7,attack
52,udp,ssh,991,1898,454,5,17,5,normal
19,udp,http,3585,811,1419,3,41,2,normal
26,udp,dns,2754,205,137,37,38,2,attack
56,icmp,http,3849,3488,1040,46,48,2,attack
25,icmp,dns,3530,2736,977,27,26,7,attack
2,icmp,ftp,1217,1306,729,20,6,4,normal
16,udp,ssh,2701,2737,366,45,6,4,attack
33,tcp,ftp,2645,61,800,29,24,0,normal
17,udp,http,1096,2214,487,37,3,3,attack
50,udp,ssh,2695,2725,1120,1,6,4,normal
34,udp,ftp,3887,3787,224,33,15,3,attack
4,icmp,ssh,3980,1219,721,40,11,8,attack
52,icmp,ssh,1441,2979,1239,43,7,0,attack
8,udp,ftp,1091,1719,819,29,49,9,attack
10,udp,ssh,174,3288,350,11,42,9,attack
41,icmp,dns,131,3097,842,17,20,0,normal
5,udp,http,2480,3235,921,46,36,6,attack
60,tcp,ssh,3363,2245,529,35,36,4,attack
15,tcp,http,247,1256,653,28,11,3,normal
23,tcp,ftp,826,282,1009,22,7,8,attack
17,tcp,ssh,3570,3088,1193,14,7,10,attack
48,icmp,http,1097,3068,360,6,3,7,attack
53,icmp,dns,1893,2953,650,4,18,9,attack
35,tcp,ssh,4368,135,1290,4,16,7,attack
38,udp,http,1156,3628,933,36,1,8,attack
2,icmp,ssh,3778,3765,359,36,28,6,attack
5,tcp,ftp,4347,3558,1022,6,34,7,attack
11,udp,ssh,2121,3593,197,12,26,0,normal
48,tcp,dns,692,3614,607,39,13,5,attack
15,udp,ftp,4059,1484,231,48,24,9,attack
15,udp,ftp,2798,3351,918,9,15,5,normal
8,tcp,dns,776,1005,1476,34,34,10,attack
18,icmp,ssh,3935,1673,118,34,26,0,normal
33,tcp,ftp,4479,2324,404,16,22,6,attack
20,tcp,dns,815,2420,969,35,28,3,normal
42,tcp,ftp,120,2217,361,41,7,4,attack
58,tcp,dns,1947,2028,1434,11,11,8,attack
28,icmp,dns,4176,2109,1365,24,50,5,attack
48,tcp,dns,817,881,1438,3,49,0,normal
21,icmp,ssh,2540,1898,780,26,23,0,normal
10,tcp,ftp,2969,1977,1439,13,39,2,normal
54,udp,ssh,3359,2600,652,38,18,5,attack
10,tcp,ftp,4619,829,1171,1,32,8,attack
12,tcp,http,1741,3710,663,43,9,8,attack
51,icmp,dns,1546,1243,910,44,49,0,attack
26,tcp,ftp,3018,853,1282,43,21,9,attack
19,udp,dns,1669,881,1360,34,44,10,attack
6,udp,http,2257,3132,1174,27,33,6,attack
48,tcp,dns,2824,3080,139,47,8,7,attack
10,tcp,http,1062,3268,1116,22,6,3,normal
50,udp,dns,2758,2438,750,1,37,2,normal
60,tcp,ftp,4897,3847,283,35,15,10,attack
45,tcp,ssh,1384,1823,504,1,5,2,normal
46,tcp,dns,4506,437,496,40,14,7,attack
57,udp,ftp,319,1401,623,25,24,4,normal
5,udp,ftp,3412,3231,1353,35,38,7,attack
38,tcp,ssh,385,963,239,16,15,6,attack
18,icmp,ftp,2520,2624,352,25,35,1,normal
48,tcp,http,2083,1453,641,31,44,5,normal
40,tcp,dns,923,833,721,45,19,3,attack
5,udp,ftp,1493,2498,1160,5,26,1,normal
29,udp,http,3464,930,663,13,16,10,attack
58,icmp,http,3376,1841,133,32,48,0,normal
47,udp,http,3427,2505,143,49,40,7,attack
14,tcp,dns,3254,2667,243,13,20,8,attack
55,udp,http,1881,398,838,32,31,2,normal
6,udp,ftp,3828,2497,1440,31,42,8,attack
16,icmp,ssh,3077,3322,765,38,8,4,attack
60,icmp,dns,2706,402,599,22,44,9,attack
59,icmp,ftp,4300,2612,454,10,22,6,attack
57,icmp,dns,1530,897,823,36,10,3,attack
12,icmp,ftp,4994,3501,735,43,25,10,attack
32,udp,dns,333,1287,1093,44,31,10,attack
15,tcp,http,4159,797,1218,8,16,2,normal
11,tcp,dns,3040,1965,325,50,10,6,attack
4,udp,ssh,237,164,1147,39,7,10,attack
8,udp,http,4422,3988,432,24,45,10,attack
28,icmp,dns,4792,2461,1448,2,13,9,attack
15,icmp,http,1390,1171,311,39,29,8,attack
5,tcp,ftp,4860,1197,170,35,15,8,attack
50,tcp,ftp,959,2771,1065,25,43,10,attack
55,icmp,ssh,3494,346,680,18,50,7,attack
56,icmp,ftp,386,3694,1232,29,7,0,normal
12,tcp,http,910,3106,386,43,43,0,attack
23,tcp,ftp,778,52,1134,17,48,8,attack
6,udp,http,4311,3829,152,3,3,8,attack
29,icmp,http,371,1828,369,24,5,3,normal
11,icmp,dns,4256,191,1412,20,12,2,normal
20,tcp,ftp,4995,3584,1152,33,18,1,attack
53,icmp,http,644,1940,1264,40,35,3,attack
37,udp,dns,946,754,377,22,17,4,normal
51,tcp,http,616,260,1431,47,9,8,attack
10,tcp,ftp,2816,2210,1468,29,10,1,normal
52,icmp,dns,3578,499,693,37,20,10,attack
8,icmp,dns,4186,1474,225,1,24,10,attack
11,udp,ftp,3394,1033,266,35,23,1,normal
28,udp,ssh,1593,1826,1155,9,21,8,attack
49,icmp,dns,2891,1422,1319,18,21,10,attack
59,tcp,ssh,3012,3580,586,36,43,10,attack
21,tcp,dns,1668,3967,1079,4,19,4,normal
13,tcp,ftp,3713,2471,162,14,10,4,attack
16,tcp,ftp,2387,2543,1361,26,23,9,attack
56,icmp,ssh,1823,3653,1014,21,36,7,attack
59,udp,ssh,4998,617,434,25,48,10,attack
2,udp,dns,2543,3098,752,7,38,2,normal
58,tcp,http,2789,921,705,28,49,1,normal
8,icmp,ssh,3442,947,675,22,34,10,attack
51,tcp,ssh,1822,2352,149,18,33,1,normal
33,tcp,ftp,3955,3384,134,26,31,4,attack
48,icmp,ftp,4016,797,516,15,20,1,normal
55,icmp,ssh,4277,2116,1093,22,42,7,attack
44,tcp,http,832,3782,747,45,22,8,attack
56,icmp,http,2560,3116,189,39,35,4,attack
